f1_score;pct;params;features;cv_scorer
0.7580;1.0;{'model__max_depth': 5, 'model__max_features': 8};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'authorities', 'max_clique', 'cliques_count', 'overtime', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.8098;0.9;{'model__max_depth': 2, 'model__max_features': 1};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'authorities', 'max_clique', 'cliques_count', 'overtime', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_all'];f1_macro
0.7244;0.8;{'model__max_depth': 7, 'model__max_features': 1};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'authorities', 'max_clique', 'cliques_count', 'overtime', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_all'];f1_macro
0.7729;0.7;{'model__max_depth': 5, 'model__max_features': 1};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'max_clique', 'cliques_count', 'overtime', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_all'];f1_macro
0.7114;0.6;{'model__max_depth': 5, 'model__max_features': 1};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'max_clique', 'cliques_count', 'overtime', 'work_at_weekend', 'neighborhood_variability_all'];f1_macro
0.7154;0.5;{'model__max_depth': 4, 'model__max_features': 6};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'max_clique', 'cliques_count', 'overtime'];f1_macro
0.7128;0.4;{'model__max_depth': 7, 'model__max_features': 1};['betweenness', 'eigenvector', 'clustering_coeff', 'max_clique', 'cliques_count', 'overtime'];f1_macro
0.7363;0.3;{'model__max_depth': 8, 'model__max_features': 1};['betweenness', 'eigenvector', 'clustering_coeff', 'max_clique', 'overtime'];f1_macro
0.6472;0.2;{'model__max_depth': 16, 'model__max_features': 1};['betweenness', 'eigenvector', 'overtime'];f1_macro
0.6687;0.1;{'model__max_depth': 7, 'model__max_features': 1};['betweenness', 'eigenvector'];f1_macro
