ID;in_degree;out_degree;betweenness;closeness;eigenvector;clustering_coeff;pagerank;hubs;authorities;max_clique;cliques_count;overtime;work_at_weekend
17;0.8098591549295775;0.8802816901408451;0.21321546299071026;10.938879153007749;0.08661918163574878;0.004348336300525202;0.01636173433902555;0.005625058154251054;0.03935042222551412;23;7034;916;16
37;0.4577464788732394;0.4647887323943662;0.012186594745779643;10.893886542028318;0.08707072026728686;0.006632615604488097;0.009870034932948465;0.004406410205542129;0.006609611376527567;22;1198;1;0
136;0.4647887323943662;0.4436619718309859;0.027220057936270102;10.865478171073256;0.08699536654400565;0.014940638626160782;0.04690009934294883;0.00695049271512819;0.09326057063560353;23;1106;26;2
62;0.4295774647887324;0.4436619718309859;0.04754769753271402;10.925374669714728;0.08689533468729213;0.00775357634596116;0.01540348896814424;0.012878538176484208;0.014875134340440653;23;745;66;17
129;0.3521126760563381;0.3521126760563381;0.004495055439017081;10.905104711141622;0.0870923483199959;0.00726966933582926;0.012199837728254415;0.003557789977859661;0.009065090192652885;21;690;4;0
32;0.29577464788732394;0.29577464788732394;0.0006992308460693238;10.873787031243632;0.0864410550378223;0.006390231696126501;0.005010109250364269;0.005436561197176485;0.006603285924388514;18;237;52;0
97;0.5140845070422535;0.5140845070422535;0.0016981320547397865;10.92073803817891;0.08688589584878921;0.005564135535138598;0.008084194521527322;0.006645484875972635;0.007247463974526887;22;2135;1;0
19;0.4014084507042254;0.3591549295774648;0.005993407252022775;10.886826423531327;0.08701498201012646;0.007982975731085326;0.012468539312238298;0.02295878425041524;0.011585815593325494;23;666;0;0
148;0.4366197183098592;0.4225352112676056;0.007791429427629608;10.884694517316893;0.08707794586451399;0.008633532199611597;0.013978961649460235;0.005485768363213989;0.011177796615556993;23;1667;0;0
105;0.4225352112676056;0.3943661971830986;0.0;10.945629334667993;0.08654606740362254;0.005480687038036271;0.004996256757673628;0.0047408115997861966;0.004070748325430646;21;850;1;0
158;0.16901408450704225;0.1619718309859155;0.0;10.850637355592484;0.08707287574559444;0.008638359910061816;0.0050528734663869155;0.005083941414239002;0.0017950421490907855;16;36;24;0
41;0.19014084507042253;0.17605633802816906;4.994506043352313e-05;10.871159773776686;0.08721074704532553;0.010689696892791286;0.008339497723586746;0.004837006729825394;0.0034561263547011165;17;31;0;0
133;0.4436619718309859;0.4295774647887324;0.023224453101588254;10.869345721384546;0.08709754758148154;0.008181673116832688;0.027310046354509097;0.012426151145948958;0.01872235465733551;23;972;200;21
11;0.4154929577464789;0.4225352112676056;0.056837478773349326;10.897731016386142;0.08713789183323109;0.0072597606174468424;0.020867544090062213;0.0069918815783275145;0.012272753849029304;22;1266;0;0
90;0.4436619718309859;0.3873239436619718;0.012885825591848966;10.893598448900722;0.08714427870381604;0.010933218531656396;0.02787265670402856;0.003986053143442646;0.019703797578403574;22;1384;13;0
146;0.14788732394366194;0.14084507042253522;0.0;10.879855337302565;0.0869246844164877;0.011084811916522663;0.0032022468805094533;0.01100475847919687;0.0013361935682264852;15;13;23;0
161;0.24647887323943665;0.22535211267605634;0.004295275197282989;10.881667594014765;0.08713613953266479;0.009855305905497741;0.011610999026726852;0.014628546583107319;0.004953200250954463;21;86;0;0
39;0.5563380281690141;0.5422535211267606;0.003845769653381281;10.83833439699131;0.08695126786266462;0.00745575839950092;0.016112652474592745;0.008741874352933563;0.053084140154242815;23;1991;50;0
81;0.2535211267605634;0.2605633802816901;0.0;10.927822969408908;0.08689672299087456;0.009078350527219756;0.0068736020675494456;0.00892854223467322;0.006505548620313245;19;177;3;0
112;0.3028169014084507;0.3309859154929577;0.0;10.868293158080363;0.08671263261916652;0.007971375223138694;0.0070021867665643;0.017113328529833674;0.007858541595054456;21;227;72;0
60;0.3732394366197183;0.2887323943661972;0.0005993407252022775;10.926250130580117;0.08682828808369486;0.006803700969077322;0.007007874012902555;0.004333917773707161;0.00674167508261468;20;430;0;0
57;0.3591549295774648;0.3028169014084507;0.0;10.920519892738877;0.08677034144783638;0.007434713757253401;0.007054925720798459;0.0037122849117245523;0.005408991260559513;21;642;0;0
94;0.5211267605633803;0.4647887323943662;0.0;10.94475989412955;0.08670648116291008;0.0049529287628886105;0.006300813320438561;0.00445461779300405;0.009344096624492006;21;1536;0;0
77;0.28169014084507044;0.28169014084507044;0.0;10.918932941229338;0.08682743114970312;0.012010801475107065;0.008277386768923591;0.005325040069929035;0.009999559056862978;19;372;0;0
162;0.22535211267605634;0.2183098591549296;0.0;10.953227570482357;0.08688706860014893;0.00900037692005463;0.0044486594195355285;0.003918962409363279;0.0033735475369985704;18;75;32;0
33;0.34507042253521125;0.31690140845070425;0.02319948057137149;10.964851693854587;0.0867437758378052;0.006919297304138052;0.008087994239912974;0.005678012884366694;0.009730905749965508;22;471;0;0
152;0.4507042253521127;0.4577464788732394;0.003446209169913096;10.876276333531976;0.08638103507818379;0.008758739162484744;0.01290320191442468;0.00862424293356363;0.011740342580670035;23;1325;26;17
142;0.1267605633802817;0.1056338028169014;0.0;10.932910446431196;0.08469117733099832;0.007660167714207501;0.0021475231076772184;0.004762999468424681;0.001076167905412346;14;11;0;0
117;0.4577464788732394;0.4507042253521127;0.004345220257716512;10.947552892870492;0.08669574560277135;0.006568567151372105;0.010817300793665113;0.003638817102379825;0.012568508784045371;21;1014;3;0
30;0.3098591549295775;0.31690140845070425;0.0;10.925526696628193;0.08689561491085658;0.007989594461141971;0.005501135573339653;0.006895878818133843;0.0039409025679701505;19;447;8;0
150;0.3380281690140845;0.3380281690140845;0.0;10.950387238657806;0.0869134146980904;0.005627777588889479;0.004049216736191682;0.00441374018350399;0.0027886925573403624;19;542;0;0
135;0.4014084507042254;0.4084507042253521;0.010488462691039856;10.933346471275817;0.08694772453597538;0.007404524955266043;0.0074845388320925145;0.005610332325679621;0.007640587229289295;21;1030;0;0
65;0.3380281690140845;0.31690140845070425;0.000399560483468185;10.91730458974644;0.0870253743581848;0.007967073432777328;0.007969746677091964;0.004489318369281213;0.005674163550122586;21;236;0;0
91;0.2323943661971831;0.1971830985915493;0.0;10.956219595851374;0.08680118640337647;0.00789244469506338;0.002868770518189633;0.004678589777697135;0.0015643849098816295;16;80;0;0
73;0.7676056338028169;0.8802816901408451;0.05329137948256917;11.004913152534359;0.08627739719720591;0.0027110014126136488;0.008391570665717326;0.02050909111746644;0.010285540217831344;23;7033;2;0
66;0.28169014084507044;0.13380281690140847;0.006542802916791529;10.947181189400698;0.08536192662624499;0.006133602116209331;0.00547838786422889;0.006608679876067281;0.006715106862348511;17;229;0;0
89;0.7746478873239436;0.908450704225352;0.0007491759065028469;11.004548602428978;0.0839297221643304;0.002608723300366231;0.006281739170189152;0.005733126160405473;0.010007960530417116;23;6929;2;0
130;0.3732394366197183;0.9154929577464788;0.029717310957946264;10.907918261010689;0.08511992444116571;0.002369069451903312;0.009349138491289648;0.006212990896890372;0.014727074676724747;23;7041;35;0
143;0.3098591549295775;0.3098591549295775;0.0;10.918174120224595;0.0868427353459106;0.009254291945056585;0.006427505453695311;0.0065193428794616155;0.00736705121347333;20;326;0;0
141;0.3943661971830986;0.3098591549295775;0.0013984616921386475;10.88776292853825;0.08703291869961309;0.008919617641443812;0.016724398463741148;0.00797463359175842;0.020638681102736305;23;338;58;0
144;0.17605633802816906;0.14084507042253522;0.0;10.942207701067405;0.08696084639607657;0.011199605391600795;0.0029040713436121013;0.0160947916972767;0.0013917288191894151;19;36;0;0
47;0.5140845070422535;0.5704225352112676;0.02751972829887124;10.93265887757925;0.0868791469799709;0.005718730820201252;0.01073204211146603;0.004467256235970636;0.008954323373662849;23;2513;0;0
82;0.3380281690140845;0.323943661971831;0.0030965937468784336;10.954810899907939;0.08684526383088499;0.007820506243447146;0.008256185925331259;0.003926672951587451;0.005672676964527689;21;483;0;0
78;0.4225352112676056;0.4225352112676056;0.00024972530216761565;10.924141769773072;0.08673772475792209;0.006928443966443694;0.0064547958155619705;0.0046531810060833215;0.005359103328631256;23;958;7;0
45;0.8239436619718309;0.908450704225352;0.05154330236739586;10.953769915394707;0.08571646714479883;0.0035266139687913337;0.01087151273362895;0.004039312173609107;0.01888867981317884;23;7024;0;0
108;0.4929577464788733;0.5492957746478874;0.0;10.957249207265322;0.08331056950203793;0.004021695369095834;0.003400008385318609;0.0042876410506945935;0.0061578523267083385;20;968;0;0
132;0.4507042253521127;0.8802816901408451;0.05993407252022775;10.90929590766268;0.08654146975496703;0.002544624685402304;0.011393206544478618;0.00803025645206513;0.022507505113016097;23;7035;4;0
102;0.3873239436619718;0.3521126760563381;0.001198681450404555;10.884313311554832;0.08694940539804552;0.008055463242037209;0.00988705041357248;0.00901422984925173;0.011531821694716598;22;484;0;0
44;0.2183098591549296;0.20422535211267606;0.0;10.881368827729471;0.08692175994556943;0.007776428746203984;0.0029102232464720892;0.01146662039754678;0.0014498439376320405;18;103;0;0
166;0.6126760563380281;0.5633802816901409;0.0846568774348217;10.922476970807374;0.0868552808381668;0.0060017206698550814;0.03206753002076824;0.00802542728333927;0.05380545739047583;23;2099;11;2
123;0.1971830985915493;0.17605633802816906;0.0;10.921639459546983;0.08695409088688988;0.013556003757849835;0.0043681280165751785;0.02505588528829704;0.0026055446589749163;17;78;0;0
84;0.1971830985915493;0.18309859154929575;0.0;10.936817555481891;0.08684890631408015;0.010040684892994627;0.00541222478631309;0.021622320604218745;0.0027459730376221203;16;60;0;0
107;0.3732394366197183;0.3661971830985916;0.012735990410548395;10.889029010569102;0.08686094801371437;0.006998692926273787;0.013639531068247954;0.011757222337325977;0.022337391327676284;23;377;4;0
35;0.3380281690140845;0.3098591549295775;0.01313555089401658;10.92330086576793;0.08712140786562811;0.0080422114173784;0.01572699058889786;0.0045729774058968714;0.013550787163067504;17;214;11;0
116;0.18309859154929575;0.1619718309859155;0.0;10.957292018854961;0.08692422358190166;0.009842995539387587;0.0025013920929938672;0.01408542575586421;0.0012471652061586435;17;66;1;0
83;0.4859154929577465;0.471830985915493;0.007891319548496653;10.899194437100684;0.08713318905907512;0.00620488589460671;0.013461771617468308;0.0048510025892417935;0.010809356702456462;23;1350;0;0
95;0.34507042253521125;0.323943661971831;0.0;10.88648876445869;0.08679843891112124;0.0073179439059628155;0.008891079320934078;0.008976698381677948;0.01876920192851651;20;330;37;0
64;0.3591549295774648;0.323943661971831;0.0011487363899710318;10.92849482666308;0.0869032730475945;0.007991002763540027;0.009924885331340522;0.003987395482213005;0.007166443455879006;20;678;0;0
118;0.3309859154929577;0.3873239436619718;0.0293676955349116;10.894380784681738;0.0870711945604689;0.006373995006742857;0.006548883246912088;0.004227046207121579;0.0038092722794969905;22;791;0;0
147;0.16901408450704225;0.17605633802816906;0.0;10.9522357458647;0.08667538579077963;0.011228669065762682;0.0021454928108008624;0.0052393309112451535;0.001220798007440634;17;39;3;0
127;0.1971830985915493;0.16901408450704225;0.0;10.953759449638817;0.08723616169790863;0.010561529827785559;0.007814560780581747;0.004159399774781749;0.0033238304765318954;16;63;0;0
137;0.31690140845070425;0.2605633802816901;0.0;10.964126175778597;0.08681832763591424;0.00847769453564789;0.004015014254922325;0.010237849851367248;0.0034907446459426076;21;319;0;0
126;0.3380281690140845;0.3380281690140845;0.00024972530216761565;10.95733914451574;0.086327754543209;0.0068271606131989435;0.006131922240923523;0.005021725955964498;0.005349605701210382;21;375;0;0
27;0.2605633802816901;0.2183098591549296;0.0;10.925991124252484;0.08690745993354805;0.009697891367055487;0.004511970816935118;0.004218556500849511;0.0030245726484392364;21;116;0;0
80;0.31690140845070425;0.31690140845070425;0.0002996703626011388;10.874222964969597;0.08702680654250992;0.007959669061282447;0.009729452958045068;0.005442965428193545;0.0050323403666178755;20;485;0;0
69;0.4014084507042254;0.3591549295774648;0.008041154729797223;10.91044918284956;0.08702866581894339;0.009728424496382159;0.017176965569786984;0.014243845752389846;0.013016444123497506;23;739;0;0
86;0.3028169014084507;0.3309859154929577;0.018879232843871743;10.94836527524576;0.08708903256678417;0.008344806366675199;0.01057682345471305;0.011162543192485096;0.006516623483895086;23;514;17;15
36;0.4014084507042254;0.4295774647887324;0.01803016681650185;10.841339261937991;0.0869430289091996;0.007409354239134194;0.01199319931264514;0.010550685544888342;0.013376789632785916;23;1567;14;0
85;0.4014084507042254;0.471830985915493;0.006542802916791529;10.870904907067473;0.08703477976839517;0.006441288293806309;0.013188375459133749;0.00734956011393276;0.00944099641663221;23;1806;11;1
55;0.4225352112676056;0.4084507042253521;0.009539506542802915;10.899079635237888;0.08694391304825283;0.006751988711878273;0.0107950281493983;0.009247203092763223;0.010073524809852677;21;970;0;0
18;0.2887323943661972;0.3591549295774648;0.033862750973928685;10.934027882802454;0.08713187418775205;0.004533981185112812;0.00457600186835596;0.003922827705322576;0.002440159581291888;18;520;0;0
163;0.3309859154929577;0.29577464788732394;0.00024972530216761565;10.888222475013864;0.08712298874016038;0.008364470160387528;0.007673675805113514;0.0040897482584874995;0.004555643711928283;22;758;5;0
110;0.2887323943661972;0.2676056338028169;0.006492857856358007;10.908550686365595;0.0868325425263174;0.009070758582850124;0.007181782588261345;0.005222845167496507;0.003773633355187607;18;213;0;0
14;0.323943661971831;0.2887323943661972;0.0013984616921386475;10.913679058242916;0.08709998616156557;0.007156641331459642;0.006705342179286275;0.004644456118105672;0.0037465879405774783;20;480;0;0
54;0.3309859154929577;0.3028169014084507;0.008690440515433023;10.908366939843681;0.08694555448121298;0.008254071301814055;0.009522224102818956;0.01575834968414434;0.00644785591544753;21;470;0;0
128;0.31690140845070425;0.3309859154929577;0.017630606333033663;10.904836511523097;0.08700697194700813;0.007906571164232913;0.012158741812580963;0.010276495064676223;0.007716287412256376;23;265;2;0
153;0.2746478873239437;0.3098591549295775;0.008390770152831885;10.94199458896214;0.08703070824848498;0.008889083397778734;0.004260253715421854;0.007902878193688111;0.002524828989826972;22;571;33;2
167;0.07746478873239437;0.049295774647887335;0.0;11.059104450227714;0.086273779042344;0.024060992291878858;0.0013719410721912345;0.009329098837385377;0.0001846337945511047;11;3;0;0
113;0.2746478873239437;0.2183098591549296;0.0;10.937987575794923;0.08694344353358864;0.007829740852725106;0.00436032426693267;0.0032332881451240555;0.002766676998747033;20;137;0;0
121;0.4084507042253521;0.3661971830985916;0.00014983518130056938;10.938563343932357;0.08699222122286024;0.008530064249751307;0.008710940894740941;0.005282753710317092;0.007897164230302237;23;839;3;5
3;0.3521126760563381;0.2887323943661972;0.0;10.913299238067932;0.0869043242471462;0.008475643134251936;0.006795959036858472;0.007459372837663705;0.005840375490765815;23;458;0;0
58;0.2676056338028169;0.24647887323943665;0.0;10.93055046294806;0.08694013987330508;0.010389884628923464;0.004688883741351764;0.0055557032683338425;0.0059427201945813505;18;193;0;0
119;0.3873239436619718;0.3732394366197183;0.00014983518130056938;10.914762713072317;0.08684282037322984;0.007564428946135887;0.009374085489044814;0.004203301760635939;0.007759856537623021;21;706;3;0
8;0.38028169014084506;0.4366197183098592;0.01198681450404555;10.909235867821273;0.0869967229869475;0.006809536134019175;0.011130365381419413;0.008454351552263206;0.014196069377684925;23;1020;14;1
155;0.31690140845070425;0.28169014084507044;0.0002996703626011388;10.93225447172472;0.0870113974808202;0.008046726420638941;0.007582802613297085;0.01906043116417382;0.005113198425745624;23;476;24;0
103;0.3873239436619718;0.4647887323943662;0.02127659574468085;10.908029582947336;0.08692873745434851;0.005841655035976738;0.014110203833027538;0.008133662049998745;0.016839221521491626;23;1362;9;0
151;0.22535211267605634;0.24647887323943665;0.0;10.94560818411422;0.08661383915668552;0.008866437785682945;0.0018677519590887628;0.003398812107415747;0.0007997001358942928;19;213;2;0
13;0.2887323943661972;0.29577464788732394;0.00479472580161822;10.887911750710865;0.08716068620253167;0.0064469913199702075;0.007412183417259704;0.005221133707873222;0.0037150808181988064;20;223;0;0
67;0.2605633802816901;0.2323943661971831;0.0;10.877450250658343;0.08698607604567217;0.010756656058559492;0.003792090939179072;0.003728692820081172;0.002685952834885881;20;214;0;0
156;0.4859154929577465;0.4788732394366198;0.0001997802417340925;10.887116712580884;0.08695791959764898;0.007046531784818486;0.006291851171839409;0.0054166936009147106;0.005452197192387626;23;1719;51;0
104;0.1267605633802817;0.11267605633802814;0.0;10.965558604600167;0.0867790295908232;0.01807082260596159;0.0016623632717898626;0.0057171337375588795;0.0006429708890487532;14;16;0;0
