f1_score;pct;utility_score;threshold;jaccard;minority_classes
0.1162;0.9;in_degree;2;0.7;[1, 2]
0.1162;0.9;out_degree;2;0.7;[1, 2]
0.0513;0.9;betweenness;2;0.7;[1, 2]
0.0513;0.9;closeness;2;0.7;[1, 2]
0.0513;0.9;eigenvector;2;0.7;[1, 2]
0.0513;0.9;clustering_coeff;2;0.7;[1, 2]
0.0513;0.9;pagerank;2;0.7;[1, 2]
0.0513;0.9;hubs;2;0.7;[1, 2]
0.1717;0.9;authorities;2;0.7;[1, 2]
0.1162;0.9;max_clique;2;0.7;[1, 2]
0.2205;0.9;cliques_count;2;0.7;[1, 2]
0.0513;0.9;overtime;2;0.7;[1, 2]
0.0513;0.9;work_at_weekend;2;0.7;[1, 2]
0.0513;0.9;neighborhood_variability_sender;2;0.7;[1, 2]
0.0513;0.9;neighborhood_variability_recipient;2;0.7;[1, 2]
0.0513;0.9;neighborhood_variability_all;2;0.7;[1, 2]
0.1162;0.9;in_degree;2;0.8;[1, 2]
0.1162;0.9;out_degree;2;0.8;[1, 2]
0.0513;0.9;betweenness;2;0.8;[1, 2]
0.0513;0.9;closeness;2;0.8;[1, 2]
0.0513;0.9;eigenvector;2;0.8;[1, 2]
0.0513;0.9;clustering_coeff;2;0.8;[1, 2]
0.0513;0.9;pagerank;2;0.8;[1, 2]
0.0513;0.9;hubs;2;0.8;[1, 2]
0.1717;0.9;authorities;2;0.8;[1, 2]
0.1162;0.9;max_clique;2;0.8;[1, 2]
0.2205;0.9;cliques_count;2;0.8;[1, 2]
0.0513;0.9;overtime;2;0.8;[1, 2]
0.0513;0.9;work_at_weekend;2;0.8;[1, 2]
0.0513;0.9;neighborhood_variability_sender;2;0.8;[1, 2]
0.0513;0.9;neighborhood_variability_recipient;2;0.8;[1, 2]
0.0513;0.9;neighborhood_variability_all;2;0.8;[1, 2]
0.1162;0.9;in_degree;2;0.9;[1, 2]
0.1162;0.9;out_degree;2;0.9;[1, 2]
0.0513;0.9;betweenness;2;0.9;[1, 2]
0.0513;0.9;closeness;2;0.9;[1, 2]
0.0513;0.9;eigenvector;2;0.9;[1, 2]
0.0513;0.9;clustering_coeff;2;0.9;[1, 2]
0.0513;0.9;pagerank;2;0.9;[1, 2]
0.0513;0.9;hubs;2;0.9;[1, 2]
0.1717;0.9;authorities;2;0.9;[1, 2]
0.1162;0.9;max_clique;2;0.9;[1, 2]
0.0513;0.9;cliques_count;2;0.9;[1, 2]
0.0513;0.9;overtime;2;0.9;[1, 2]
0.0513;0.9;work_at_weekend;2;0.9;[1, 2]
0.0513;0.9;neighborhood_variability_sender;2;0.9;[1, 2]
0.0513;0.9;neighborhood_variability_recipient;2;0.9;[1, 2]
0.0513;0.9;neighborhood_variability_all;2;0.9;[1, 2]
0.1162;0.9;in_degree;2;0.99;[1, 2]
0.1162;0.9;out_degree;2;0.99;[1, 2]
