f1_score;pct;utility_score;threshold;jaccard;minority_classes
0.3846;0.9;in_degree;1;0.7;[]
0.3846;0.9;out_degree;1;0.7;[]
0.3333;0.9;betweenness;1;0.7;[]
0.7500;0.9;closeness;1;0.7;[]
0.3846;0.9;eigenvector;1;0.7;[]
0.6667;0.9;clustering_coeff;1;0.7;[]
0.7333;0.9;pagerank;1;0.7;[]
0.8730;0.9;hubs;1;0.7;[]
0.8730;0.9;authorities;1;0.7;[]
0.6190;0.9;max_clique;1;0.7;[]
0.4667;0.9;cliques_count;1;0.7;[]
0.3333;0.9;work_at_weekend;1;0.7;[]
0.3333;0.9;neighborhood_variability_sender;1;0.7;[]
0.6667;0.9;neighborhood_variability_recipient;1;0.7;[]
0.5636;0.9;neighborhood_variability_all;1;0.7;[]
0.3846;0.9;in_degree;1;0.8;[]
0.3846;0.9;out_degree;1;0.8;[]
0.3333;0.9;betweenness;1;0.8;[]
0.7500;0.9;closeness;1;0.8;[]
0.3846;0.9;eigenvector;1;0.8;[]
0.6667;0.9;clustering_coeff;1;0.8;[]
0.6667;0.9;pagerank;1;0.8;[]
0.8730;0.9;hubs;1;0.8;[]
0.8730;0.9;authorities;1;0.8;[]
0.6190;0.9;max_clique;1;0.8;[]
0.3846;0.9;cliques_count;1;0.8;[]
0.3333;0.9;work_at_weekend;1;0.8;[]
0.3333;0.9;neighborhood_variability_sender;1;0.8;[]
0.6667;0.9;neighborhood_variability_recipient;1;0.8;[]
0.5636;0.9;neighborhood_variability_all;1;0.8;[]
0.3846;0.9;in_degree;1;0.9;[]
0.3846;0.9;out_degree;1;0.9;[]
0.3333;0.9;betweenness;1;0.9;[]
0.7500;0.9;closeness;1;0.9;[]
0.3846;0.9;eigenvector;1;0.9;[]
0.6667;0.9;clustering_coeff;1;0.9;[]
0.6667;0.9;pagerank;1;0.9;[]
0.8730;0.9;hubs;1;0.9;[]
0.8730;0.9;authorities;1;0.9;[]
0.6190;0.9;max_clique;1;0.9;[]
0.3846;0.9;cliques_count;1;0.9;[]
0.3333;0.9;work_at_weekend;1;0.9;[]
0.3333;0.9;neighborhood_variability_sender;1;0.9;[]
0.6667;0.9;neighborhood_variability_recipient;1;0.9;[]
0.5636;0.9;neighborhood_variability_all;1;0.9;[]
0.3846;0.9;in_degree;1;0.99;[]
0.3846;0.9;out_degree;1;0.99;[]
0.3333;0.9;betweenness;1;0.99;[]
0.7500;0.9;closeness;1;0.99;[]
0.3846;0.9;eigenvector;1;0.99;[]
0.6667;0.9;clustering_coeff;1;0.99;[]
0.6667;0.9;pagerank;1;0.99;[]
0.8730;0.9;hubs;1;0.99;[]
0.8730;0.9;authorities;1;0.99;[]
