f1_score;pct;utility_score;threshold;jaccard;minority_classes
0.2619;0.9;in_degree;1;0.7;[]
0.2315;0.9;out_degree;1;0.7;[]
0.4667;0.9;betweenness;1;0.7;[]
0.3333;0.9;closeness;1;0.7;[]
0.4818;0.9;eigenvector;1;0.7;[]
0.4040;0.9;clustering_coeff;1;0.7;[]
0.3152;0.9;pagerank;1;0.7;[]
0.3889;0.9;hubs;1;0.7;[]
0.3889;0.9;authorities;1;0.7;[]
0.4905;0.9;max_clique;1;0.7;[]
0.1212;0.9;cliques_count;1;0.7;[]
0.4818;0.9;work_at_weekend;1;0.7;[]
0.4778;0.9;neighborhood_variability_sender;1;0.7;[]
0.4778;0.9;neighborhood_variability_recipient;1;0.7;[]
0.1667;0.9;neighborhood_variability_all;1;0.7;[]
0.2619;0.9;in_degree;1;0.8;[]
0.2315;0.9;out_degree;1;0.8;[]
0.4667;0.9;betweenness;1;0.8;[]
0.3333;0.9;closeness;1;0.8;[]
0.4818;0.9;eigenvector;1;0.8;[]
0.4040;0.9;clustering_coeff;1;0.8;[]
0.3152;0.9;pagerank;1;0.8;[]
0.3889;0.9;hubs;1;0.8;[]
0.3889;0.9;authorities;1;0.8;[]
0.4905;0.9;max_clique;1;0.8;[]
0.1212;0.9;cliques_count;1;0.8;[]
0.4818;0.9;work_at_weekend;1;0.8;[]
0.4778;0.9;neighborhood_variability_sender;1;0.8;[]
0.4778;0.9;neighborhood_variability_recipient;1;0.8;[]
0.1667;0.9;neighborhood_variability_all;1;0.8;[]
0.2619;0.9;in_degree;1;0.9;[]
0.2315;0.9;out_degree;1;0.9;[]
0.4667;0.9;betweenness;1;0.9;[]
0.3333;0.9;closeness;1;0.9;[]
0.4818;0.9;eigenvector;1;0.9;[]
0.4040;0.9;clustering_coeff;1;0.9;[]
0.3152;0.9;pagerank;1;0.9;[]
0.3889;0.9;hubs;1;0.9;[]
0.3889;0.9;authorities;1;0.9;[]
0.4905;0.9;max_clique;1;0.9;[]
0.1212;0.9;cliques_count;1;0.9;[]
0.4818;0.9;work_at_weekend;1;0.9;[]
0.4778;0.9;neighborhood_variability_sender;1;0.9;[]
0.4778;0.9;neighborhood_variability_recipient;1;0.9;[]
0.1667;0.9;neighborhood_variability_all;1;0.9;[]
0.2619;0.9;in_degree;1;0.99;[]
0.2315;0.9;out_degree;1;0.99;[]
0.4667;0.9;betweenness;1;0.99;[]
0.3333;0.9;closeness;1;0.99;[]
0.4818;0.9;eigenvector;1;0.99;[]
0.4040;0.9;clustering_coeff;1;0.99;[]
0.3152;0.9;pagerank;1;0.99;[]
0.3889;0.9;hubs;1;0.99;[]
0.3889;0.9;authorities;1;0.99;[]
0.4905;0.9;max_clique;1;0.99;[]
0.1212;0.9;cliques_count;1;0.99;[]
0.4818;0.9;work_at_weekend;1;0.99;[]
0.4778;0.9;neighborhood_variability_sender;1;0.99;[]
0.4778;0.9;neighborhood_variability_recipient;1;0.99;[]
0.1667;0.9;neighborhood_variability_all;1;0.99;[]
0.3120;0.8;in_degree;1;0.7;[]
0.3750;0.8;out_degree;1;0.7;[]
0.3800;0.8;betweenness;1;0.7;[]
0.4145;0.8;closeness;1;0.7;[]
0.4778;0.8;eigenvector;1;0.7;[]
0.2407;0.8;clustering_coeff;1;0.7;[]
0.4127;0.8;pagerank;1;0.7;[]
0.2567;0.8;hubs;1;0.7;[]
0.4167;0.8;authorities;1;0.7;[]
0.4397;0.8;max_clique;1;0.7;[]
0.2910;0.8;cliques_count;1;0.7;[]
0.3828;0.8;work_at_weekend;1;0.7;[]
0.3596;0.8;neighborhood_variability_sender;1;0.7;[]
0.4228;0.8;neighborhood_variability_recipient;1;0.7;[]
0.2406;0.8;neighborhood_variability_all;1;0.7;[]
0.3120;0.8;in_degree;1;0.8;[]
0.3750;0.8;out_degree;1;0.8;[]
0.3800;0.8;betweenness;1;0.8;[]
0.4123;0.8;closeness;1;0.8;[]
0.4778;0.8;eigenvector;1;0.8;[]
0.1600;0.8;clustering_coeff;1;0.8;[]
0.4127;0.8;pagerank;1;0.8;[]
0.2567;0.8;hubs;1;0.8;[]
0.4167;0.8;authorities;1;0.8;[]
0.4397;0.8;max_clique;1;0.8;[]
0.2910;0.8;cliques_count;1;0.8;[]
0.3828;0.8;work_at_weekend;1;0.8;[]
0.3596;0.8;neighborhood_variability_sender;1;0.8;[]
0.4228;0.8;neighborhood_variability_recipient;1;0.8;[]
0.2406;0.8;neighborhood_variability_all;1;0.8;[]
0.3120;0.8;in_degree;1;0.9;[]
0.3750;0.8;out_degree;1;0.9;[]
0.3800;0.8;betweenness;1;0.9;[]
0.4123;0.8;closeness;1;0.9;[]
0.4778;0.8;eigenvector;1;0.9;[]
0.1600;0.8;clustering_coeff;1;0.9;[]
0.4127;0.8;pagerank;1;0.9;[]
0.2711;0.8;hubs;1;0.9;[]
0.4167;0.8;authorities;1;0.9;[]
0.4397;0.8;max_clique;1;0.9;[]
0.2910;0.8;cliques_count;1;0.9;[]
0.3828;0.8;work_at_weekend;1;0.9;[]
0.3596;0.8;neighborhood_variability_sender;1;0.9;[]
0.3030;0.8;neighborhood_variability_recipient;1;0.9;[]
0.2406;0.8;neighborhood_variability_all;1;0.9;[]
0.3120;0.8;in_degree;1;0.99;[]
0.3750;0.8;out_degree;1;0.99;[]
0.3800;0.8;betweenness;1;0.99;[]
0.4123;0.8;closeness;1;0.99;[]
