ID;in_degree;out_degree;betweenness;closeness;eigenvector;clustering_coeff;pagerank;hubs;authorities;max_clique;cliques_count;overtime;work_at_weekend;neighborhood_variability_sender;neighborhood_variability_recipient;neighborhood_variability_all
42;0.2530120481927711;0.20481927710843376;0.06905671466353218;13.919090128408012;0.10910894511799628;0.012946958651623005;0.018986580422431096;0.015567556606615384;0.027510339120445974;9;27;20;3;0.489455266955267;0.42039976484420927;0.5097262952101661
38;0.1566265060240964;0.1566265060240964;0.002057008521892448;14.255692273648489;0.1091089451179963;0.019423662610279925;0.011181879926341351;0.010427784936008822;0.009744287201570924;10;12;18;7;0.3564285714285714;0.4607142857142857;0.48559403559403563
65;0.3132530120481928;0.21686746987951808;0.029679694387305326;14.327971122900774;0.10910894511799618;0.012547065749043088;0.023405463366610882;0.008303217603777974;0.03063082771635428;10;49;27;0;0.1390542328042328;0.442140947288006;0.4530871089694619
37;0.26506024096385544;0.26506024096385544;0.057890096973258885;13.996886600672534;0.1091089451179963;0.01993315360714866;0.020611496487447718;0.014144707365170928;0.018531249519756487;12;39;82;1;0.37641922891922885;0.4585727403909222;0.44427895336986245
12;0.22891566265060245;0.27710843373493976;0.022039377020276227;13.701733855649769;0.1091089451179963;0.015065622770836215;0.015810940481781062;0.010728816344724938;0.011992212720896149;11;33;62;36;0.3402828652828653;0.38942881192881185;0.3957362544862545
22;0.13253012048192772;0.10843373493975904;0.03834851601528064;13.663207571276812;0.10910894511799624;0.01822870875123849;0.013345944113453842;0.008958535775814241;0.015414761016321459;5;9;16;0;0.5467032967032966;0.33106060606060606;0.40346790890269146
160;0.07228915662650602;0.060240963855421686;0.0;12.636323520986524;0.10910894511799624;0.05245090872092849;0.011027693722581668;0.011608657415893226;0.008020899186106397;5;4;0;0;0.6;0.5674603174603174;0.5303030303030303
107;0.42168674698795183;0.5180722891566265;0.2086394357919483;13.950539906616076;0.10910894511799624;0.016069864993097187;0.03595974832096492;0.018951508534785742;0.0617033414667543;12;171;153;17;0.4082407684448322;0.43735678580105825;0.4357104572986927
96;0.2891566265060241;0.27710843373493976;0.158830443726124;14.479136035852711;0.10910894511799628;0.010978599981294782;0.012335990910645436;0.029753238741988326;0.009644224752171136;12;46;78;4;0.30197691197691195;0.4194285714285714;0.46659168609168605
51;0.2891566265060241;0.22891566265060245;0.0;13.389171144379633;0.1091089451179962;0.027359135786552743;0.01995726770957584;0.02609431362238597;0.022609747945038883;12;52;25;2;0.1621031746031746;0.3244094447219447;0.32443985752809285
17;0.07228915662650602;0.18072289156626506;0.013958272112841612;11.869128768976907;0.10910894511799626;0.015611305065147782;0.01262590147232167;0.005101557839243311;0.007213465212293625;7;20;96;8;0.4678075396825397;0.3464912280701754;0.49543650793650795
14;0.12048192771084335;0.060240963855421686;0.0;14.310848588898711;0.10910894511799626;0.009337057254703466;0.0035142151993692266;0.0059702649522343455;0.002425832983768222;5;11;3;0;0.5185185185185185;0.19047619047619047;0.31666666666666665
