f1_score;pct;utility_score;threshold;jaccard;minority_classes
0.3082;0.6;in_degree;4;0.8;[1, 2]
0.3082;0.6;out_degree;4;0.8;[1, 2]
0.3043;0.6;betweenness;4;0.8;[1, 2]
0.3082;0.6;closeness;4;0.8;[1, 2]
0.3043;0.6;eigenvector;4;0.8;[1, 2]
0.0494;0.6;clustering_coeff;4;0.8;[1, 2]
0.5328;0.6;pagerank;4;0.8;[1, 2]
0.3989;0.6;hubs;4;0.8;[1, 2]
0.5372;0.6;authorities;4;0.8;[1, 2]
0.4449;0.6;max_clique;4;0.8;[1, 2]
0.3043;0.6;cliques_count;4;0.8;[1, 2]
0.5372;0.6;overtime;4;0.8;[1, 2]
0.4449;0.6;work_at_weekend;4;0.8;[1, 2]
0.4449;0.6;neighborhood_variability_sender;4;0.8;[1, 2]
0.4188;0.6;neighborhood_variability_recipient;4;0.8;[1, 2]
0.5016;0.6;neighborhood_variability_all;4;0.8;[1, 2]
