f1_score;pct;utility_score;threshold;jaccard;minority_classes
0.4091;0.9;in_degree;2;0.7;[]
0.3481;0.9;out_degree;2;0.7;[]
0.3000;0.9;betweenness;2;0.7;[]
0.1667;0.9;closeness;2;0.7;[]
0.3000;0.9;eigenvector;2;0.7;[]
0.3485;0.9;clustering_coeff;2;0.7;[]
0.4148;0.9;pagerank;2;0.7;[]
0.2879;0.9;hubs;2;0.7;[]
0.4091;0.9;authorities;2;0.7;[]
0.5238;0.9;max_clique;2;0.7;[]
0.3481;0.9;cliques_count;2;0.7;[]
0.2619;0.9;work_at_weekend;2;0.7;[]
0.4444;0.9;neighborhood_variability_sender;2;0.7;[]
0.4318;0.9;neighborhood_variability_recipient;2;0.7;[]
0.4222;0.9;neighborhood_variability_all;2;0.7;[]
0.4091;0.9;in_degree;2;0.8;[]
0.3481;0.9;out_degree;2;0.8;[]
0.3000;0.9;betweenness;2;0.8;[]
0.1667;0.9;closeness;2;0.8;[]
0.3000;0.9;eigenvector;2;0.8;[]
0.3485;0.9;clustering_coeff;2;0.8;[]
0.4148;0.9;pagerank;2;0.8;[]
0.2879;0.9;hubs;2;0.8;[]
0.4091;0.9;authorities;2;0.8;[]
0.5238;0.9;max_clique;2;0.8;[]
0.3481;0.9;cliques_count;2;0.8;[]
0.2619;0.9;work_at_weekend;2;0.8;[]
0.4444;0.9;neighborhood_variability_sender;2;0.8;[]
0.4318;0.9;neighborhood_variability_recipient;2;0.8;[]
0.4222;0.9;neighborhood_variability_all;2;0.8;[]
0.4091;0.9;in_degree;2;0.9;[]
0.3481;0.9;out_degree;2;0.9;[]
0.3000;0.9;betweenness;2;0.9;[]
0.1667;0.9;closeness;2;0.9;[]
0.3000;0.9;eigenvector;2;0.9;[]
0.3485;0.9;clustering_coeff;2;0.9;[]
0.4148;0.9;pagerank;2;0.9;[]
0.2879;0.9;hubs;2;0.9;[]
0.4091;0.9;authorities;2;0.9;[]
0.5238;0.9;max_clique;2;0.9;[]
0.3481;0.9;cliques_count;2;0.9;[]
0.2619;0.9;work_at_weekend;2;0.9;[]
0.4444;0.9;neighborhood_variability_sender;2;0.9;[]
0.4318;0.9;neighborhood_variability_recipient;2;0.9;[]
0.4222;0.9;neighborhood_variability_all;2;0.9;[]
0.4091;0.9;in_degree;2;0.99;[]
0.3481;0.9;out_degree;2;0.99;[]
0.3000;0.9;betweenness;2;0.99;[]
0.1667;0.9;closeness;2;0.99;[]
0.3000;0.9;eigenvector;2;0.99;[]
0.3485;0.9;clustering_coeff;2;0.99;[]
0.4148;0.9;pagerank;2;0.99;[]
0.2879;0.9;hubs;2;0.99;[]
0.4091;0.9;authorities;2;0.99;[]
0.5238;0.9;max_clique;2;0.99;[]
0.3481;0.9;cliques_count;2;0.99;[]
0.2619;0.9;work_at_weekend;2;0.99;[]
0.4444;0.9;neighborhood_variability_sender;2;0.99;[]
0.4318;0.9;neighborhood_variability_recipient;2;0.99;[]
0.4222;0.9;neighborhood_variability_all;2;0.99;[]
0.3377;0.9;in_degree;3;0.7;[]
0.5370;0.9;out_degree;3;0.7;[]
0.1667;0.9;betweenness;3;0.7;[]
0.3481;0.9;closeness;3;0.7;[]
0.3000;0.9;eigenvector;3;0.7;[]
0.3485;0.9;clustering_coeff;3;0.7;[]
0.4148;0.9;pagerank;3;0.7;[]
0.3556;0.9;hubs;3;0.7;[]
0.4127;0.9;authorities;3;0.7;[]
0.5238;0.9;max_clique;3;0.7;[]
0.3481;0.9;cliques_count;3;0.7;[]
0.4444;0.9;work_at_weekend;3;0.7;[]
0.2619;0.9;neighborhood_variability_sender;3;0.7;[]
0.4318;0.9;neighborhood_variability_recipient;3;0.7;[]
0.4222;0.9;neighborhood_variability_all;3;0.7;[]
0.3377;0.9;in_degree;3;0.8;[]
0.5370;0.9;out_degree;3;0.8;[]
0.1667;0.9;betweenness;3;0.8;[]
0.3481;0.9;closeness;3;0.8;[]
0.3000;0.9;eigenvector;3;0.8;[]
0.3485;0.9;clustering_coeff;3;0.8;[]
0.4148;0.9;pagerank;3;0.8;[]
0.3556;0.9;hubs;3;0.8;[]
0.4127;0.9;authorities;3;0.8;[]
0.5238;0.9;max_clique;3;0.8;[]
0.3481;0.9;cliques_count;3;0.8;[]
0.4444;0.9;work_at_weekend;3;0.8;[]
0.2619;0.9;neighborhood_variability_sender;3;0.8;[]
0.4318;0.9;neighborhood_variability_recipient;3;0.8;[]
0.4222;0.9;neighborhood_variability_all;3;0.8;[]
0.3377;0.9;in_degree;3;0.9;[]
0.5370;0.9;out_degree;3;0.9;[]
0.1667;0.9;betweenness;3;0.9;[]
0.3481;0.9;closeness;3;0.9;[]
0.3000;0.9;eigenvector;3;0.9;[]
0.3485;0.9;clustering_coeff;3;0.9;[]
0.4148;0.9;pagerank;3;0.9;[]
0.3556;0.9;hubs;3;0.9;[]
0.4127;0.9;authorities;3;0.9;[]
0.5238;0.9;max_clique;3;0.9;[]
0.3481;0.9;cliques_count;3;0.9;[]
0.4444;0.9;work_at_weekend;3;0.9;[]
0.2619;0.9;neighborhood_variability_sender;3;0.9;[]
0.4318;0.9;neighborhood_variability_recipient;3;0.9;[]
0.4222;0.9;neighborhood_variability_all;3;0.9;[]
0.3377;0.9;in_degree;3;0.99;[]
0.5370;0.9;out_degree;3;0.99;[]
0.1667;0.9;betweenness;3;0.99;[]
0.3481;0.9;closeness;3;0.99;[]
0.3000;0.9;eigenvector;3;0.99;[]
0.3485;0.9;clustering_coeff;3;0.99;[]
0.4148;0.9;pagerank;3;0.99;[]
0.3556;0.9;hubs;3;0.99;[]
0.4127;0.9;authorities;3;0.99;[]
0.5238;0.9;max_clique;3;0.99;[]
0.3481;0.9;cliques_count;3;0.99;[]
0.4444;0.9;work_at_weekend;3;0.99;[]
0.2619;0.9;neighborhood_variability_sender;3;0.99;[]
0.4318;0.9;neighborhood_variability_recipient;3;0.99;[]
0.4222;0.9;neighborhood_variability_all;3;0.99;[]
0.2045;0.9;in_degree;4;0.7;[]
0.2045;0.9;out_degree;4;0.7;[]
0.4040;0.9;betweenness;4;0.7;[]
0.4222;0.9;closeness;4;0.7;[]
0.3000;0.9;eigenvector;4;0.7;[]
0.3485;0.9;clustering_coeff;4;0.7;[]
0.2063;0.9;pagerank;4;0.7;[]
0.2815;0.9;hubs;4;0.7;[]
0.2045;0.9;authorities;4;0.7;[]
0.4481;0.9;max_clique;4;0.7;[]
0.2045;0.9;cliques_count;4;0.7;[]
0.2619;0.9;work_at_weekend;4;0.7;[]
0.3205;0.9;neighborhood_variability_sender;4;0.7;[]
0.3571;0.9;neighborhood_variability_recipient;4;0.7;[]
0.3485;0.9;neighborhood_variability_all;4;0.7;[]
0.2045;0.9;in_degree;4;0.8;[]
0.2045;0.9;out_degree;4;0.8;[]
0.4040;0.9;betweenness;4;0.8;[]
0.4222;0.9;closeness;4;0.8;[]
0.3000;0.9;eigenvector;4;0.8;[]
0.3485;0.9;clustering_coeff;4;0.8;[]
0.2063;0.9;pagerank;4;0.8;[]
0.2815;0.9;hubs;4;0.8;[]
0.2045;0.9;authorities;4;0.8;[]
0.4481;0.9;max_clique;4;0.8;[]
0.2045;0.9;cliques_count;4;0.8;[]
0.2619;0.9;work_at_weekend;4;0.8;[]
0.3205;0.9;neighborhood_variability_sender;4;0.8;[]
0.3571;0.9;neighborhood_variability_recipient;4;0.8;[]
0.3485;0.9;neighborhood_variability_all;4;0.8;[]
0.2045;0.9;in_degree;4;0.9;[]
0.2045;0.9;out_degree;4;0.9;[]
0.4040;0.9;betweenness;4;0.9;[]
0.4222;0.9;closeness;4;0.9;[]
0.3000;0.9;eigenvector;4;0.9;[]
0.2650;0.9;clustering_coeff;4;0.9;[]
0.2063;0.9;pagerank;4;0.9;[]
0.2815;0.9;hubs;4;0.9;[]
0.2045;0.9;authorities;4;0.9;[]
0.4481;0.9;max_clique;4;0.9;[]
0.2045;0.9;cliques_count;4;0.9;[]
0.2619;0.9;work_at_weekend;4;0.9;[]
0.3205;0.9;neighborhood_variability_sender;4;0.9;[]
0.3571;0.9;neighborhood_variability_recipient;4;0.9;[]
0.3485;0.9;neighborhood_variability_all;4;0.9;[]
0.2045;0.9;in_degree;4;0.99;[]
0.2045;0.9;out_degree;4;0.99;[]
0.4040;0.9;betweenness;4;0.99;[]
0.4222;0.9;closeness;4;0.99;[]
0.3000;0.9;eigenvector;4;0.99;[]
0.2650;0.9;clustering_coeff;4;0.99;[]
0.2063;0.9;pagerank;4;0.99;[]
0.2815;0.9;hubs;4;0.99;[]
0.2045;0.9;authorities;4;0.99;[]
0.4481;0.9;max_clique;4;0.99;[]
0.2045;0.9;cliques_count;4;0.99;[]
0.2619;0.9;work_at_weekend;4;0.99;[]
0.3205;0.9;neighborhood_variability_sender;4;0.99;[]
0.3571;0.9;neighborhood_variability_recipient;4;0.99;[]
0.3485;0.9;neighborhood_variability_all;4;0.99;[]
0.2045;0.9;in_degree;5;0.7;[]
0.3831;0.9;out_degree;5;0.7;[]
0.4333;0.9;betweenness;5;0.7;[]
0.3704;0.9;closeness;5;0.7;[]
0.3205;0.9;eigenvector;5;0.7;[]
0.1538;0.9;clustering_coeff;5;0.7;[]
0.2063;0.9;pagerank;5;0.7;[]
0.2815;0.9;hubs;5;0.7;[]
0.2045;0.9;authorities;5;0.7;[]
0.4481;0.9;max_clique;5;0.7;[]
0.2045;0.9;cliques_count;5;0.7;[]
0.4444;0.9;work_at_weekend;5;0.7;[]
0.4333;0.9;neighborhood_variability_sender;5;0.7;[]
0.2650;0.9;neighborhood_variability_recipient;5;0.7;[]
0.3485;0.9;neighborhood_variability_all;5;0.7;[]
0.2045;0.9;in_degree;5;0.8;[]
0.3831;0.9;out_degree;5;0.8;[]
0.4333;0.9;betweenness;5;0.8;[]
0.3704;0.9;closeness;5;0.8;[]
