ID;in_degree;out_degree;betweenness;closeness;eigenvector;clustering_coeff;pagerank;hubs;authorities;max_clique;cliques_count
42;0.21428571428571427;0.17346938775510204;0.06359141594782243;8.524899874102053;0.10050378152592128;0.012811463432653077;0.016562838424190013;0.013037912737241461;0.023873415495590897;9;27
38;0.13265306122448978;0.1530612244897959;0.0028403113822848725;8.624199075472916;0.10050378152592124;0.01547068431196077;0.009727483053927977;0.012055326680427999;0.007893015526368213;10;14
65;0.26530612244897955;0.18367346938775508;0.024037450031559014;8.653773950279296;0.10050378152592127;0.012418196251373402;0.020197459261367314;0.007237628168048536;0.02716978416986538;10;49
37;0.22448979591836732;0.22448979591836732;0.04081632653061224;8.53437432117189;0.1005037815259213;0.01969438472191123;0.01785760973406618;0.012063688195662841;0.016851972427735368;12;39
12;0.19387755102040816;0.24489795918367346;0.023353671365453396;8.46442905731428;0.10050378152592125;0.013884093798125996;0.0135869910288973;0.010235406807645302;0.01106995006943415;11;35
22;0.11224489795918366;0.09183673469387754;0.0312434252051336;8.395123222372309;0.10050378152592127;0.01785719427052344;0.011356291038157626;0.0080719186115303;0.011989913843317105;5;9
160;0.061224489795918366;0.0510204081632653;0.0;7.992206015428807;0.10050378152592128;0.05245090872092849;0.009427750526966813;0.009881789555726234;0.007108167039390725;5;4
107;0.3571428571428571;0.47959183673469385;0.19293078055964652;8.502509192565428;0.10050378152592128;0.013719617318093272;0.033024869960446256;0.015748529733337374;0.0486174096275631;12;186
96;0.29591836734693877;0.29591836734693877;0.2193351567431096;8.712520834460824;0.10050378152592128;0.012645925165950873;0.019658578047689137;0.020158299819693203;0.045504700057105954;12;71
51;0.25510204081632654;0.19387755102040816;0.0;8.32165782708684;0.10050378152592135;0.02578310635619586;0.018332309888863512;0.020436333143476842;0.02190332106359213;12;53
17;0.061224489795918366;0.16326530612244897;0.011782032400589101;7.6989137484839345;0.10050378152592124;0.014117462717279313;0.010766653654837142;0.004396491096815663;0.006462493045206267;7;21
14;0.1020408163265306;0.0510204081632653;0.0;8.62541685366827;0.10050378152592124;0.008813571645106662;0.0031225420576528624;0.005326951061426613;0.0020180972379820403;5;11
95;0.11224489795918366;0.14285714285714285;0.008731327582579423;8.489410474024595;0.10050378152592127;0.025157969054111214;0.012932697602871173;0.0014272811001181805;0.0034294815659270204;9;12
27;0.2755102040816326;0.3469387755102041;0.14327792972859246;8.478871576854912;0.10050378152592132;0.01368758763395612;0.01669864349035261;0.020536853419827767;0.017050406000386924;12;107
146;0.18367346938775508;0.22448979591836732;0.035661687355354514;8.456037699046869;0.10050378152592127;0.01689784741740334;0.01903009054505705;0.013777975658482627;0.014336537248503596;12;47
34;0.2040816326530612;0.2346938775510204;0.07511045655375552;8.432580620038175;0.10050378152592127;0.013509089513755125;0.018694095090181655;0.011722830996243744;0.03113931642691434;12;52
73;0.24489795918367346;0.2755102040816326;0.13559856932463707;8.493284916088085;0.10050378152592122;0.014591458919451013;0.01565619501982853;0.011182543801628362;0.013320152577157159;12;73
63;0.12244897959183673;0.336734693877551;0.25962549968440984;8.492548555925701;0.10050378152592128;0.008344506283782247;0.02032284513257614;0.012351810379272628;0.023125350679750113;12;56
67;0.16326530612244897;0.25510204081632654;0.0;8.555346706724789;0.10050378152592127;0.01790258951237496;0.005209644812280851;0.009922334879630025;0.004739460007424653;12;69
94;0.18367346938775508;0.4183673469387755;0.010730065221965073;8.568468314755167;0.10050378152592136;0.007620170661661779;0.005522472131134755;0.00911079711027288;0.004654156406617262;12;136
88;0.061224489795918366;0.01020408163265306;0.0;8.808429540887458;0.10050378152592127;0.035509608213024874;0.007065424911840399;0.003669335676116276;0.0032487434109832723;5;3
39;0.1020408163265306;0.1020408163265306;0.03671365453397854;7.999367152186557;0.10050378152592127;0.025856179166148362;0.016064586135640293;0.01092306745036377;0.016048288973121716;6;10
118;0.13265306122448978;0.17346938775510204;0.022406900904691773;7.813443636192798;0.10050378152592127;0.022275207331227398;0.02264598148514841;0.009895622406664004;0.02131493711141861;8;30
21;0.13265306122448978;0.04081632653061224;0.0;8.77776127595886;0.10050378152592127;0.025995328714529826;0.005307093550161055;0.010618681789079367;0.004774947250973607;8;15
33;0.13265306122448978;0.18367346938775508;0.02819272038712392;8.377099487831215;0.10050378152592125;0.025720462956869288;0.00918117962310428;0.0026307681620236635;0.0037889427269421714;9;17
158;0.1530612244897959;0.1530612244897959;0.012623606143488323;8.31127142209559;0.10050378152592128;0.02691337828531087;0.008712796766878613;0.004591566252471349;0.003656358777425647;9;15
153;0.17346938775510204;0.5714285714285714;0.20955186198190615;8.592506255923794;0.10050378152592127;0.005421660767950241;0.007122113450176952;0.01630826868182582;0.007414418866249509;12;152
5;0.22448979591836732;0.24489795918367346;0.010730065221965073;8.461506048476302;0.10050378152592127;0.02238946470548302;0.01397699184866974;0.012901332656149926;0.018821848981106;12;57
90;0.12244897959183673;0.25510204081632654;0.002314327792972859;7.859744128874821;0.10050378152592125;0.011631454478736739;0.006958314766163892;0.008822120020899582;0.008640798560741103;8;46
82;0.36734693877551017;0.6632653061224489;0.0941510624868504;7.86999019500747;0.10050378152592138;0.008859109070258553;0.051859009067864476;0.011489568996684638;0.07803761229329811;12;270
84;0.17346938775510204;0.18367346938775508;0.0012623606143488324;8.465522869209842;0.1005037815259213;0.016161959978774548;0.0075144055890811225;0.02063796537125689;0.007637894559055686;9;49
151;0.16326530612244897;0.12244897959183673;0.03576688407321691;8.553028533901845;0.10050378152592125;0.02513159144237839;0.016661500902146822;0.0016244219276252449;0.007471470907293793;9;10
161;0.17346938775510204;0.2346938775510204;0.018619819061645275;8.462319490863115;0.10050378152592124;0.015740369778266823;0.007933017252588943;0.006922039252935032;0.003988251242232453;11;42
157;0.26530612244897955;0.25510204081632654;0.049968440984641274;8.631586300934064;0.10050378152592128;0.012135726173484473;0.012168187426536295;0.009731998718355415;0.011874531199955815;12;108
56;0.2755102040816326;0.2040816326530612;0.0;8.521766624519849;0.1005037815259213;0.01739122295366143;0.014130669248435606;0.015462936932979595;0.023102188302533043;12;80
166;0.0510204081632653;0.0510204081632653;0.010098884914790659;7.778799862377641;0.10050378152592125;0.02507003181840931;0.0030992490614661014;0.003935637288756759;0.001280960364477177;4;7
24;0.08163265306122448;0.030612244897959183;0.0;8.110559281685163;0.10050378152592127;0.027902723941484107;0.004154866427555603;0.008059301988072406;0.0043544368006511285;5;7
62;0.14285714285714285;0.1020408163265306;0.0;8.15097516641538;0.10050378152592124;0.0298884673851363;0.018229075844118817;0.01173334895821068;0.020829072349413173;8;25
171;0.0510204081632653;0.030612244897959183;0.0;8.342712927053926;0.10050378152592128;0.06692259706470545;0.004273392319088614;0.007487830604991623;0.003965676504545229;4;4
71;0.21428571428571427;0.26530612244897955;0.02387965495476541;8.609405779310174;0.10050378152592128;0.017961634113165606;0.0068569192492663935;0.014299379288110457;0.0076846596895156945;12;56
89;0.32653061224489793;0.29591836734693877;0.12102882390069429;8.523874469855018;0.10050378152592128;0.01293770655548795;0.019185813069466304;0.015355406765489498;0.023025796440830117;12;117
148;0.16326530612244897;0.030612244897959183;0.019040605933094885;8.739598337488694;0.10050378152592127;0.01822965030634729;0.008516917010634811;0.01431918204594552;0.006558354592342852;7;11
53;0.14285714285714285;0.0510204081632653;0.0;8.553305964063508;0.10050378152592128;0.023967396970337763;0.00573155666897615;0.012125868117951522;0.004986483951065358;10;8
16;0.13265306122448978;0.18367346938775508;0.04618135914159478;8.413003878549224;0.10050378152592127;0.019061232078183554;0.005605515429289754;0.012693865018447773;0.005678701180995444;7;29
93;0.19387755102040816;0.061224489795918366;0.0;8.683737655628466;0.10050378152592125;0.030536751643576197;0.014829001931402965;0.023723029571297065;0.0168540282526062;8;26
177;0.1020408163265306;0.08163265306122448;0.009572901325478644;8.318330637077423;0.10050378152592127;0.05427180751549979;0.012787230904726627;0.0035627030935598213;0.0020444275244436315;9;3
147;0.18367346938775508;0.13265306122448978;0.0;8.572390702121691;0.10050378152592128;0.027313250172220718;0.01037110891108764;0.01551080208803287;0.009613616617917752;12;23
46;0.2346938775510204;0.17346938775510204;0.003471491689459289;8.63640133692696;0.10050378152592129;0.01812211609222384;0.00839198745653925;0.015176945816745585;0.008124426784391467;12;43
45;0.17346938775510204;0.13265306122448978;0.0;8.730425828729357;0.10050378152592125;0.019444701487482622;0.0067445241702820055;0.010609526631283917;0.006694134886173058;9;29
57;0.13265306122448978;0.09183673469387754;0.0;8.51946639590581;0.10050378152592127;0.024980325628871952;0.0047535369280206395;0.006133825195035698;0.0035239308143250854;11;10
170;0.07142857142857142;0.04081632653061224;0.0;8.641925133348131;0.10050378152592125;0.06314314007204448;0.00447960270188113;0.0016327822398637978;0.0008951697054412703;8;3
126;0.31632653061224486;0.2857142857142857;0.20502840311382284;8.637377388037285;0.10050378152592122;0.014019467258635397;0.032302232258905605;0.00909495231515298;0.04486345626200388;10;88
78;0.21428571428571427;0.25510204081632654;0.004418262150220913;8.446091781367057;0.10050378152592128;0.017573411564080297;0.019542764117659074;0.01631087987855025;0.01931333477349569;12;64
103;0.09183673469387754;0.08163265306122448;0.0;8.50086599231527;0.10050378152592127;0.0675006905174237;0.009577034417204474;0.0013949595796127453;0.0018605996317711826;9;3
176;0.11224489795918366;0.11224489795918366;0.0;8.396431174522373;0.10050378152592127;0.027280283019317543;0.01024243028044346;0.013205306285038939;0.007074998420382598;8;16
97;0.061224489795918366;0.04081632653061224;0.0;7.816831139099285;0.10050378152592125;0.04724064914123501;0.0033546321498193078;0.008241000364627053;0.0019089082604007996;6;3
1;0.17346938775510204;0.1020408163265306;0.0;8.437082116083404;0.10050378152592129;0.02113111613788465;0.009358922611497181;0.01566976032156243;0.011964062079713298;10;20
127;0.1020408163265306;0.030612244897959183;0.0;8.698591361668134;0.10050378152592127;0.04205592438723527;0.009000818742495103;0.007580319304916678;0.009653868411937083;8;5
101;0.12244897959183673;0.13265306122448978;0.009993688196928256;8.631244061111769;0.10050378152592125;0.04245331116077645;0.007760988693269743;0.011699723209122598;0.007485182261054412;10;9
47;0.12244897959183673;0.030612244897959183;0.01020408163265306;8.493868516016581;0.10050378152592125;0.0464916714064201;0.011114316300260791;0.017312703706997102;0.007729010551504671;8;10
70;0.12244897959183673;0.13265306122448978;0.0;8.502787805558402;0.10050378152592127;0.025678784014398222;0.005476514506349907;0.013332225918911552;0.005265664057219206;10;12
4;0.19387755102040816;0.24489795918367346;0.016358089627603618;8.381742250455387;0.10050378152592124;0.014709138936314271;0.012164064832690478;0.012792278793353441;0.012129539612704899;12;47
125;0.061224489795918366;0.04081632653061224;0.0;8.661764388342375;0.10050378152592125;0.04106741127330415;0.00363057859359936;0.011999153312669942;0.0018169041098049974;6;5
83;0.11224489795918366;0.08163265306122448;0.009993688196928256;8.55857729740254;0.10050378152592128;0.020767789490941522;0.005146064960757159;0.020093400892743255;0.006789609547579796;7;12
6;0.19387755102040816;0.17346938775510204;0.017883442036608455;8.513540623525097;0.10050378152592125;0.015042375693062512;0.010401797363446642;0.017489786551379973;0.008944159478467564;9;38
7;0.1020408163265306;0.1020408163265306;0.03008626130864717;8.653291936940654;0.10050378152592128;0.028284746826814578;0.006385534961641851;0.006246510873560889;0.00840192646411743;7;10
59;0.13265306122448978;0.13265306122448978;0.0741636860929939;8.562277609540377;0.10050378152592128;0.027751079019822104;0.009433085333028557;0.013275401135439392;0.006490684220950587;8;14
43;0.14285714285714285;0.13265306122448978;0.00010519671786240269;8.591084544005549;0.10050378152592128;0.033673050817907585;0.006844071705728252;0.012711013552140934;0.007290469606512652;10;15
19;0.07142857142857142;0.04081632653061224;0.0;8.757980792499009;0.10050378152592125;0.02308413263454331;0.004903465593290166;0.003987521759391856;0.009523690621742721;5;8
92;0.07142857142857142;0.1020408163265306;0.01020408163265306;8.485847923550761;0.10050378152592127;0.031723020197763525;0.0038864812350837283;0.012743521940015198;0.0019532633613374246;8;5
3;0.08163265306122448;0.04081632653061224;0.0;8.552040541479439;0.10050378152592127;0.035719077860523335;0.003944200214584057;0.012682464583483205;0.003472370865031157;7;6
116;0.12244897959183673;0.1530612244897959;0.013149589732800336;8.655720843630785;0.10050378152592129;0.01821745754648549;0.004620046150402568;0.008647417191421855;0.00484051382141089;8;27
10;0.1530612244897959;0.0510204081632653;0.0;8.720992402503118;0.10050378152592125;0.022848256719075734;0.005557841078353807;0.005744889286559668;0.006388562166126819;9;18
122;0.09183673469387754;0.07142857142857142;0.00010519671786240269;8.517235939189609;0.10050378152592125;0.05138987664072097;0.010233354422477312;0.001581904713662415;0.001553812807379313;9;3
119;0.09183673469387754;0.0510204081632653;0.0;8.492404918940036;0.10050378152592125;0.04642716613790618;0.007905395291547341;0.01508269078842985;0.011102733030936006;6;9
86;0.08163265306122448;0.04081632653061224;0.0;8.454587782586135;0.10050378152592128;0.03251386678965778;0.0069134543838799845;0.0032690973837443582;0.0018183216582747883;7;3
64;0.09183673469387754;0.04081632653061224;0.0;8.638207101608922;0.10050378152592127;0.03638782358693847;0.005285308674538889;0.002498990921643859;0.005127582791397349;7;7
129;0.12244897959183673;0.0510204081632653;0.0;8.728980082789247;0.10050378152592127;0.024786264629700336;0.0057018728193406745;0.01242134869561585;0.004918596176603845;8;9
49;0.11224489795918366;0.04081632653061224;0.0;8.61550098256862;0.10050378152592124;0.027238722425737688;0.0069029318604344895;0.02269282290497741;0.007293913303245851;7;13
149;0.12244897959183673;0.01020408163265306;0.0;9.396489684081745;0.10050378152592125;0.04122297414820089;0.005911972017378162;0.025837090760873677;0.008716330531300238;6;13
32;0.11224489795918366;0.09183673469387754;0.0035766884073216913;8.497078972332439;0.10050378152592129;0.021613455673390895;0.011974717221855488;0.0015333719517512988;0.006333952877629943;7;11
162;0.030612244897959183;0.030612244897959183;0.0;8.107984172435716;0.1005037815259213;0.05595116652115589;0.0025656976736921655;0.013714824393186841;0.0009976887911694434;5;2
77;0.04081632653061224;0.030612244897959183;0.0;8.508652221117432;0.10050378152592128;0.12637548772992202;0.005122033416090942;0.0021373505986177297;0.0009089972497060158;5;1
23;0.1530612244897959;0.09183673469387754;0.00021039343572480537;8.558506815765236;0.10050378152592128;0.03017226248331609;0.007287394538888058;0.0027853901358326862;0.0034569320622452023;9;13
41;0.08163265306122448;0.061224489795918366;0.0037870818430464966;8.363065379899972;0.10050378152592127;0.035260361360532656;0.00556871507139362;0.006821321520921002;0.005456041804430356;6;6
48;0.02040816326530612;0.061224489795918366;0.0;5.949083969500686;0.10050378152592125;0.07679609615937726;0.0024957677337109807;0.003285093025338821;0.0009588511286058128;5;3
79;0.11224489795918366;0.13265306122448978;0.13370502840311382;8.752628948289018;0.10050378152592129;0.010217095018078392;0.01176204135621084;0.002065357257412047;0.004949793411115074;7;10
44;0.0510204081632653;0.0510204081632653;0.01020408163265306;8.428915731029118;0.10050378152592129;0.04167693415318853;0.006200661209275686;0.0023729885232361084;0.0012323239838562812;5;3
13;0.061224489795918366;0.09183673469387754;0.012308015989901114;8.034108687742433;0.10050378152592124;0.07316242624840832;0.011589077104537302;0.0023255513191207085;0.025422208883959546;5;8
30;0.061224489795918366;0.07142857142857142;0.01925099936881969;8.617602179380766;0.10050378152592125;0.04690153737573506;0.007566783982079782;0.00799463554048308;0.0040087260777410694;5;8
131;0.07142857142857142;0.01020408163265306;0.0;8.958930060189806;0.10050378152592125;0.06631403931350144;0.0029905562886944634;0.014434463197262692;0.0016833034103531264;5;4
152;0.030612244897959183;0.030612244897959183;0.0;8.143654454637968;0.10050378152592125;0.03922190134499587;0.0023360443606582964;0.0020776697260539195;0.0010073297643925887;4;2
91;0.07142857142857142;0.11224489795918366;0.02114454029034294;7.370833547051592;0.10050378152592128;0.054214243127242635;0.008213087034993299;0.00531985944753431;0.005597130851091446;5;10
142;0.04081632653061224;0.04081632653061224;0.0;8.195778805332033;0.10050378152592128;0.09614867848101177;0.0035570212886887782;0.0027691903572856836;0.001595753084572507;5;3
76;0.07142857142857142;0.0510204081632653;0.0;8.630063176223372;0.10050378152592127;0.059623217424700135;0.004397473393574868;0.007446497146351738;0.003775493946344063;6;8
55;0.04081632653061224;0.04081632653061224;0.00021039343572480537;5.540744680022325;0.10050378152592125;0.1680896959445052;0.005325651957668449;0.009603350179028742;0.002283872953124312;5;2
144;0.02040816326530612;0.01020408163265306;0.0;9.276347734985286;0.10050378152592127;0.0417503128867989;0.0017406469432146457;0.017680576813913346;0.0003246268161194543;4;1
