f1_score;pct;params;features;cv_scorer
0.7146;1.0;{'model__max_depth': 8.0, 'model__max_features': 2, 'model__n_estimators': 32};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'authorities', 'max_clique', 'cliques_count', 'overtime', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6401;0.9;{'model__max_depth': 5.0, 'model__max_features': 4, 'model__n_estimators': 200};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'authorities', 'max_clique', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6290;0.8;{'model__max_depth': 14.0, 'model__max_features': 1, 'model__n_estimators': 16};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'authorities', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.5766;0.7;{'model__max_depth': 9.0, 'model__max_features': 3, 'model__n_estimators': 8};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'pagerank', 'hubs', 'authorities', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6426;0.6;{'model__max_depth': 1.0, 'model__max_features': 1, 'model__n_estimators': 1};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'pagerank', 'hubs', 'authorities', 'work_at_weekend', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.5742;0.5;{'model__max_depth': 3.0, 'model__max_features': 6, 'model__n_estimators': 1};['betweenness', 'closeness', 'eigenvector', 'pagerank', 'hubs', 'authorities', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.5786;0.4;{'model__max_depth': 5.0, 'model__max_features': 4, 'model__n_estimators': 1};['betweenness', 'closeness', 'eigenvector', 'pagerank', 'hubs', 'neighborhood_variability_all'];f1_macro
0.5717;0.3;{'model__max_depth': 1.0, 'model__max_features': 1, 'model__n_estimators': 2};['betweenness', 'closeness', 'eigenvector', 'hubs', 'neighborhood_variability_all'];f1_macro
0.5789;0.2;{'model__max_depth': 12.0, 'model__max_features': 2, 'model__n_estimators': 1};['eigenvector', 'hubs', 'neighborhood_variability_all'];f1_macro
0.4899;0.1;{'model__max_depth': 12.0, 'model__max_features': 1, 'model__n_estimators': 8};['eigenvector', 'hubs'];f1_macro
