f1_score;pct;params;features;cv_scorer
0.7475;1.0;{'model__max_depth': 7.0, 'model__max_features': 3};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'authorities', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.7328;0.9;{'model__max_depth': 2.0, 'model__max_features': 2};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'authorities', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6818;0.8;{'model__max_depth': 4.0, 'model__max_features': 3};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'authorities', 'max_clique', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6979;0.7;{'model__max_depth': 6.0, 'model__max_features': 4};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'authorities', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6336;0.6;{'model__max_depth': 9.0, 'model__max_features': 2};['out_degree', 'betweenness', 'eigenvector', 'clustering_coeff', 'authorities', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6710;0.5;{'model__max_depth': 3.0, 'model__max_features': 4};['out_degree', 'betweenness', 'eigenvector', 'clustering_coeff', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.7388;0.4;{'model__max_depth': 5.0, 'model__max_features': 1};['betweenness', 'eigenvector', 'clustering_coeff', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_all'];f1_macro
0.7040;0.3;{'model__max_depth': 15.0, 'model__max_features': 1};['betweenness', 'eigenvector', 'clustering_coeff', 'work_at_weekend', 'neighborhood_variability_all'];f1_macro
0.5405;0.2;{'model__max_depth': 10.0, 'model__max_features': 2};['betweenness', 'eigenvector', 'work_at_weekend'];f1_macro
0.4332;0.1;{'model__max_depth': 1.0, 'model__max_features': 1};['eigenvector', 'work_at_weekend'];f1_macro
