f1_score;pct;params;features;cv_scorer
0.7156;1.0;{'model__max_depth': 2.0, 'model__max_features': 1};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'authorities', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6672;0.9;{'model__max_depth': 7.0, 'model__max_features': 3};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.7007;0.8;{'model__max_depth': 9.0, 'model__max_features': 5};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6602;0.7;{'model__max_depth': 3.0, 'model__max_features': 2};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'max_clique', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6959;0.6;{'model__max_depth': 3.0, 'model__max_features': 1};['betweenness', 'closeness', 'eigenvector', 'pagerank', 'max_clique', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6369;0.5;{'model__max_depth': 3.0, 'model__max_features': 4};['betweenness', 'closeness', 'eigenvector', 'pagerank', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6116;0.4;{'model__max_depth': 3.0, 'model__max_features': 3};['betweenness', 'eigenvector', 'pagerank', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient'];f1_macro
0.5874;0.3;{'model__max_depth': 2.0, 'model__max_features': 1};['betweenness', 'eigenvector', 'pagerank', 'work_at_weekend', 'neighborhood_variability_recipient'];f1_macro
0.5061;0.2;{'model__max_depth': 12.0, 'model__max_features': 1};['betweenness', 'eigenvector', 'pagerank'];f1_macro
0.4880;0.1;{'model__max_depth': 15.0, 'model__max_features': 1};['betweenness', 'eigenvector'];f1_macro
