f1_score;pct;params;features;cv_scorer
0.6320;1.0;{'model__max_depth': 2.0, 'model__max_features': 14, 'model__n_estimators': 2};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'authorities', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6224;0.9;{'model__max_depth': 2.0, 'model__max_features': 11, 'model__n_estimators': 2};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6151;0.8;{'model__max_depth': 2.0, 'model__max_features': 8, 'model__n_estimators': 4};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'pagerank', 'hubs', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6204;0.7;{'model__max_depth': 1.0, 'model__max_features': 2, 'model__n_estimators': 64};['out_degree', 'betweenness', 'eigenvector', 'pagerank', 'hubs', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6318;0.6;{'model__max_depth': 3.0, 'model__max_features': 3, 'model__n_estimators': 1};['out_degree', 'betweenness', 'eigenvector', 'pagerank', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6094;0.5;{'model__max_depth': 3.0, 'model__max_features': 6, 'model__n_estimators': 16};['out_degree', 'betweenness', 'eigenvector', 'pagerank', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_all'];f1_macro
0.5427;0.4;{'model__max_depth': 1.0, 'model__max_features': 4, 'model__n_estimators': 4};['out_degree', 'betweenness', 'eigenvector', 'pagerank', 'cliques_count', 'work_at_weekend'];f1_macro
0.4991;0.3;{'model__max_depth': 12.0, 'model__max_features': 2, 'model__n_estimators': 1};['out_degree', 'betweenness', 'eigenvector', 'pagerank', 'work_at_weekend'];f1_macro
0.4735;0.2;{'model__max_depth': 6.0, 'model__max_features': 1, 'model__n_estimators': 4};['betweenness', 'eigenvector', 'work_at_weekend'];f1_macro
0.3877;0.1;{'model__max_depth': 7.0, 'model__max_features': 1, 'model__n_estimators': 32};['eigenvector', 'work_at_weekend'];f1_macro
