f1_score;pct;params;features;cv_scorer
0.6388;1.0;{'model__max_depth': 5.0, 'model__max_features': 1};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'authorities', 'max_clique', 'cliques_count', 'overtime', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6640;0.9;{'model__max_depth': 9.0, 'model__max_features': 10};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'pagerank', 'hubs', 'authorities', 'max_clique', 'cliques_count', 'overtime', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6231;0.8;{'model__max_depth': 10.0, 'model__max_features': 4};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'pagerank', 'hubs', 'authorities', 'max_clique', 'cliques_count', 'overtime', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6094;0.7;{'model__max_depth': 2.0, 'model__max_features': 6};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'pagerank', 'hubs', 'authorities', 'max_clique', 'overtime', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.6387;0.6;{'model__max_depth': 10.0, 'model__max_features': 2};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'pagerank', 'hubs', 'authorities', 'max_clique', 'overtime', 'neighborhood_variability_all'];f1_macro
0.6174;0.5;{'model__max_depth': 3.0, 'model__max_features': 3};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'pagerank', 'authorities', 'max_clique', 'neighborhood_variability_all'];f1_macro
0.5826;0.4;{'model__max_depth': 12.0, 'model__max_features': 1};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'pagerank', 'authorities'];f1_macro
0.6083;0.3;{'model__max_depth': 7.0, 'model__max_features': 1};['betweenness', 'closeness', 'eigenvector', 'pagerank', 'authorities'];f1_macro
0.5622;0.2;{'model__max_depth': 5.0, 'model__max_features': 1};['betweenness', 'eigenvector', 'authorities'];f1_macro
0.6423;0.1;{'model__max_depth': 13.0, 'model__max_features': 1};['betweenness', 'eigenvector'];f1_macro
