ID;in_degree;out_degree;betweenness;closeness;eigenvector;clustering_coeff;pagerank;hubs;authorities;max_clique;cliques_count
17;0.9504132231404959;0.9917355371900827;0.25282369146005507;57.92124281511674;0.09053574604251859;0.004712391420783488;0.016794485473029173;0.00590949259980795;0.04258584633922637;23;7012
37;0.5371900826446281;0.5454545454545454;0.014669421487603305;56.76202896252591;0.09053574604251853;0.006649601063411386;0.010299870610053326;0.004647213904368177;0.007018979723098911;22;1198
136;0.5454545454545454;0.5123966942148761;0.0303030303030303;56.058182164022654;0.09053574604251859;0.015417781653869991;0.04833384045727221;0.007275138934355703;0.10472337495420656;23;1103
62;0.5041322314049587;0.5123966942148761;0.0559228650137741;57.527438867978034;0.09053574604251849;0.007996034343391084;0.015773684283076832;0.013990820199789832;0.015880621960217906;23;737
129;0.4132231404958678;0.4132231404958678;0.006198347107438016;57.0710540883453;0.09053574604251852;0.00728636966682919;0.012861682466665657;0.003948042495502707;0.009974771982311254;21;690
32;0.34710743801652894;0.34710743801652894;0.0008264462809917355;56.33369198657323;0.09053574604251846;0.006416510532614658;0.0052587660931001454;0.005950602071891081;0.007131488316344144;18;237
97;0.6033057851239669;0.6033057851239669;0.0023415977961432507;57.55999524589579;0.09053574604251853;0.005577547082410713;0.008433973859419415;0.007246954562463258;0.0077213023476675096;22;2135
19;0.47107438016528924;0.42148760330578516;0.006473829201101928;56.59794683211899;0.09053574604251857;0.00800559269314357;0.01292224613558319;0.0260490648533089;0.012660200924217562;23;666
148;0.5123966942148761;0.49586776859504134;0.006749311294765839;56.40365314819087;0.09053574604251853;0.00865197915368528;0.014496985538081463;0.005979436114046801;0.012176985245431775;23;1667
105;0.49586776859504134;0.4545454545454546;0.0;58.07234466257383;0.09053574604251866;0.005657298740445627;0.005246905358571984;0.005134463682780398;0.004245664278443206;21;846
158;0.19834710743801653;0.19008264462809918;0.0;55.72547712622605;0.09053574604251853;0.008670300724762872;0.005346553028961386;0.0056633914434851195;0.0019460366971970617;16;36
41;0.2231404958677686;0.2066115702479339;6.887052341597796e-05;56.24032069658842;0.09053574604251849;0.010715266169693871;0.008802299914662269;0.005425168226096731;0.0037897792157577308;17;31
133;0.5206611570247934;0.5041322314049587;0.02865013774104683;56.149976545544035;0.09053574604251856;0.008199707875310144;0.028310779386267092;0.014004525098537682;0.02065526932916321;23;972
11;0.487603305785124;0.49586776859504134;0.06673553719008264;56.84982645560891;0.0905357460425184;0.007278207968590232;0.021703063016548688;0.0078090771715104285;0.013420081653922071;22;1266
90;0.5206611570247934;0.4545454545454546;0.012534435261707989;56.73900981463377;0.09053574604251848;0.01095730162464255;0.029200143985184942;0.004412965576267978;0.021683511295570133;22;1384
