f1_score;pct;utility_score;threshold;jaccard;minority_classes
0.4583;0.9;in_degree;2;0.7;[1]
0.4583;0.9;in_degree;2;0.8;[1]
0.4583;0.9;in_degree;2;0.9;[1]
0.4583;0.9;in_degree;2;0.99;[1]
0.7045;0.9;in_degree;3;0.7;[1]
0.7045;0.9;in_degree;3;0.8;[1]
0.7045;0.9;in_degree;3;0.9;[1]
0.7045;0.9;in_degree;3;0.99;[1]
0.7833;0.9;in_degree;4;0.7;[1]
0.7833;0.9;in_degree;4;0.8;[1]
0.7833;0.9;in_degree;4;0.9;[1]
0.7833;0.9;in_degree;4;0.99;[1]
0.7833;0.9;in_degree;5;0.7;[1]
0.7833;0.9;in_degree;5;0.8;[1]
0.7833;0.9;in_degree;5;0.9;[1]
0.7833;0.9;in_degree;5;0.99;[1]
0.7833;0.9;in_degree;6;0.7;[1]
0.7833;0.9;in_degree;6;0.8;[1]
0.7833;0.9;in_degree;6;0.9;[1]
0.7833;0.9;in_degree;6;0.99;[1]
0.7833;0.9;in_degree;7;0.7;[1]
0.7833;0.9;in_degree;7;0.8;[1]
0.7833;0.9;in_degree;7;0.9;[1]
0.7833;0.9;in_degree;7;0.99;[1]
0.7833;0.9;in_degree;8;0.7;[1]
0.7833;0.9;in_degree;8;0.8;[1]
0.7833;0.9;in_degree;8;0.9;[1]
0.7833;0.9;in_degree;8;0.99;[1]
0.6389;0.9;in_degree;9;0.7;[1]
0.6389;0.9;in_degree;9;0.8;[1]
0.6389;0.9;in_degree;9;0.9;[1]
0.6389;0.9;in_degree;9;0.99;[1]
0.5752;0.9;in_degree;10;0.7;[1]
0.5752;0.9;in_degree;10;0.8;[1]
0.5752;0.9;in_degree;10;0.9;[1]
0.5752;0.9;in_degree;10;0.99;[1]
0.7283;0.8;in_degree;2;0.7;[1]
0.7283;0.8;in_degree;2;0.8;[1]
0.7283;0.8;in_degree;2;0.9;[1]
0.7283;0.8;in_degree;2;0.99;[1]
0.8512;0.8;in_degree;3;0.7;[1]
0.8512;0.8;in_degree;3;0.8;[1]
0.8512;0.8;in_degree;3;0.9;[1]
0.8512;0.8;in_degree;3;0.99;[1]
0.7967;0.8;in_degree;4;0.7;[1]
0.7967;0.8;in_degree;4;0.8;[1]
0.7967;0.8;in_degree;4;0.9;[1]
0.7967;0.8;in_degree;4;0.99;[1]
0.7967;0.8;in_degree;5;0.7;[1]
0.7967;0.8;in_degree;5;0.8;[1]
0.7967;0.8;in_degree;5;0.9;[1]
0.7967;0.8;in_degree;5;0.99;[1]
0.7500;0.8;in_degree;6;0.7;[1]
0.7500;0.8;in_degree;6;0.8;[1]
0.7500;0.8;in_degree;6;0.9;[1]
0.7500;0.8;in_degree;6;0.99;[1]
0.7500;0.8;in_degree;7;0.7;[1]
0.7500;0.8;in_degree;7;0.8;[1]
0.7500;0.8;in_degree;7;0.9;[1]
0.7500;0.8;in_degree;7;0.99;[1]
0.7086;0.8;in_degree;8;0.7;[1]
0.7086;0.8;in_degree;8;0.8;[1]
0.7086;0.8;in_degree;8;0.9;[1]
0.7086;0.8;in_degree;8;0.99;[1]
0.6032;0.8;in_degree;9;0.7;[1]
0.6032;0.8;in_degree;9;0.8;[1]
0.6032;0.8;in_degree;9;0.9;[1]
0.6032;0.8;in_degree;9;0.99;[1]
0.5404;0.8;in_degree;10;0.7;[1]
0.5404;0.8;in_degree;10;0.8;[1]
0.5404;0.8;in_degree;10;0.9;[1]
0.5404;0.8;in_degree;10;0.99;[1]
0.4638;0.7;in_degree;2;0.7;[1]
0.4638;0.7;in_degree;2;0.8;[1]
0.4638;0.7;in_degree;2;0.9;[1]
0.4638;0.7;in_degree;2;0.99;[1]
0.6838;0.7;in_degree;3;0.7;[1]
0.6838;0.7;in_degree;3;0.8;[1]
0.6838;0.7;in_degree;3;0.9;[1]
0.6838;0.7;in_degree;3;0.99;[1]
0.9005;0.7;in_degree;4;0.7;[1]
0.9005;0.7;in_degree;4;0.8;[1]
0.9005;0.7;in_degree;4;0.9;[1]
0.9005;0.7;in_degree;4;0.99;[1]
0.9005;0.7;in_degree;5;0.7;[1]
0.9005;0.7;in_degree;5;0.8;[1]
0.9005;0.7;in_degree;5;0.9;[1]
0.9005;0.7;in_degree;5;0.99;[1]
0.8238;0.7;in_degree;6;0.7;[1]
0.8238;0.7;in_degree;6;0.8;[1]
0.8238;0.7;in_degree;6;0.9;[1]
0.8238;0.7;in_degree;6;0.99;[1]
0.7327;0.7;in_degree;7;0.7;[1]
0.7327;0.7;in_degree;7;0.8;[1]
0.7327;0.7;in_degree;7;0.9;[1]
0.7327;0.7;in_degree;7;0.99;[1]
0.6343;0.7;in_degree;8;0.7;[1]
0.6343;0.7;in_degree;8;0.8;[1]
0.6343;0.7;in_degree;8;0.9;[1]
0.6343;0.7;in_degree;8;0.99;[1]
0.4613;0.7;in_degree;9;0.7;[1]
0.4613;0.7;in_degree;9;0.8;[1]
0.4613;0.7;in_degree;9;0.9;[1]
0.4613;0.7;in_degree;9;0.99;[1]
0.4171;0.7;in_degree;10;0.7;[1]
0.4171;0.7;in_degree;10;0.8;[1]
0.4171;0.7;in_degree;10;0.9;[1]
0.4171;0.7;in_degree;10;0.99;[1]
0.4624;0.6;in_degree;2;0.7;[1]
0.4624;0.6;in_degree;2;0.8;[1]
0.4624;0.6;in_degree;2;0.9;[1]
0.4624;0.6;in_degree;2;0.99;[1]
0.6667;0.6;in_degree;3;0.7;[1]
0.6667;0.6;in_degree;3;0.8;[1]
0.6667;0.6;in_degree;3;0.9;[1]
0.6667;0.6;in_degree;3;0.99;[1]
0.8937;0.6;in_degree;4;0.7;[1]
0.8937;0.6;in_degree;4;0.8;[1]
0.8937;0.6;in_degree;4;0.9;[1]
0.8937;0.6;in_degree;4;0.99;[1]
0.7259;0.6;in_degree;5;0.7;[1]
0.7259;0.6;in_degree;5;0.8;[1]
0.7259;0.6;in_degree;5;0.9;[1]
0.7259;0.6;in_degree;5;0.99;[1]
0.7067;0.6;in_degree;6;0.7;[1]
0.7067;0.6;in_degree;6;0.8;[1]
0.7067;0.6;in_degree;6;0.9;[1]
0.7067;0.6;in_degree;6;0.99;[1]
0.3912;0.6;in_degree;7;0.7;[1]
0.3912;0.6;in_degree;7;0.8;[1]
0.3912;0.6;in_degree;7;0.9;[1]
0.3912;0.6;in_degree;7;0.99;[1]
0.3189;0.6;in_degree;8;0.7;[1]
0.3189;0.6;in_degree;8;0.8;[1]
0.3189;0.6;in_degree;8;0.9;[1]
