ID;in_degree;out_degree;betweenness;closeness;eigenvector;clustering_coeff;pagerank;hubs;authorities;max_clique;cliques_count;overtime;work_at_weekend;neighborhood_variability_sender;neighborhood_variability_recipient;neighborhood_variability_all
17;0.9274193548387096;0.9758064516129032;0.24816417519013897;39.583100875559076;0.08944271909999188;0.004643790509290147;0.01662388930444931;0.005985911550765603;0.04092075782568582;23;7054;884;33;0.5861611876988335;0.5145784081954294;0.5909090909090908
37;0.5241935483870968;0.532258064516129;0.014162077104642012;39.065431024218356;0.08944271909999159;0.006639864600985679;0.010232270396564862;0.004714509770248633;0.006978699386355931;22;1198;1;0;0.4026442307692308;0.39705882352941174;0.4305555555555556
136;0.532258064516129;0.5;0.03291371623393653;38.75571804103042;0.08944271909999169;0.015406187716632115;0.048104592009671335;0.007010056266001776;0.10091501340790447;23;1103;26;2;0.6333979328165374;0.62710027100271;0.6420656028368794
62;0.4919354838709678;0.5;0.056386047731445066;39.447760921448776;0.0894427190999917;0.007989607854772986;0.015697816702917332;0.013437617893847243;0.0154802662949389;23;737;49;35;0.5839285714285714;0.5611111111111111;0.5909090909090909
129;0.4032258064516129;0.4032258064516129;0.005638604773144504;39.21856198065999;0.0894427190999916;0.007280520349904703;0.01269213060340929;0.003836610212590854;0.009912041297804031;21;690;9;6;0.6076923076923078;0.5961538461538461;0.5813492063492063
32;0.3387096774193548;0.3387096774193548;0.0007867820613690008;38.863131050342055;0.08944271909999159;0.00640879216941836;0.005187909457869842;0.005696410865157751;0.006899043414804714;18;237;52;0;0.5108695652173914;0.3244047619047619;0.4852941176470588
97;0.5887096774193549;0.5887096774193549;0.0022292158405455022;39.441319852263696;0.08944271909999144;0.00557281176157349;0.008349973239629339;0.007335296644808111;0.007574339910535365;22;2135;5;0;0.49455337690631807;0.5669642857142857;0.5821566110397947
19;0.4596774193548387;0.4112903225806451;0.006556517178075007;38.99322896347169;0.08944271909999166;0.008000589193826495;0.012822176738819122;0.02486865306076158;0.01226797546141382;23;666;0;0;0.4772727272727273;0.5119047619047619;0.5119047619047619
148;0.5080645161290323;0.4919354838709678;0.006556517178075007;38.88830189114649;0.0894427190999916;0.008684918300144694;0.015133186532881152;0.006174045724254755;0.014442785869170385;23;1671;4;0;0.5067567567567568;0.6125;0.628030303030303
105;0.4838709677419355;0.4435483870967742;0.0;39.69636575190111;0.0894427190999915;0.005651081601383085;0.0051819657967625355;0.005033394166785516;0.004187431981961102;21;846;2;0;0.36024844720496896;0.378494623655914;0.375
158;0.1935483870967742;0.18548387096774194;0.0;38.56628014152317;0.08944271909999166;0.008662548386378324;0.005270664700460427;0.005618120785776548;0.001935414195365086;16;36;24;0;0.5470085470085471;0.5454545454545454;0.5192307692307692
41;0.21774193548387094;0.20161290322580644;6.556517178075008e-05;38.819034707513154;0.08944271909999163;0.010706211761885718;0.008682700110546228;0.005285686869630435;0.0037719141575549998;17;31;0;0;0.641025641025641;0.6491228070175439;0.6666666666666666
133;0.5080645161290323;0.4919354838709678;0.028324154209284032;38.77505620809658;0.08944271909999155;0.008193036540804523;0.028924477523156814;0.01597586033318484;0.01988438401256106;23;972;196;26;0.5833333333333334;0.5071428571428571;0.580171358629131
11;0.4919354838709678;0.5;0.08162863886703384;39.13897625797786;0.08944271909999167;0.006962843300775605;0.022998900219997776;0.007488564333352357;0.02617784052975564;22;1271;0;0;0.41482391482391484;0.5202702702702703;0.5138888888888888
90;0.5080645161290323;0.4435483870967742;0.011932861264096513;39.06192948215599;0.08944271909999163;0.01095276134068445;0.028858465402991286;0.004304899539446921;0.021207690783832944;22;1384;17;1;0.6819852941176471;0.6553552492046659;0.6553552492046659
146;0.1693548387096774;0.16129032258064516;0.0;38.939090329843346;0.08944271909999166;0.011118394816232452;0.0033169082935755;0.011561009628152931;0.001395001261638344;15;13;23;0;0.4;0.30952380952380953;0.3333333333333333
161;0.28225806451612895;0.25806451612903225;0.003933910306845004;38.9075874975746;0.08944271909999159;0.009869981635554269;0.012004235620433294;0.015859961817521608;0.005254534005301292;21;86;0;0;0.6290849673202614;0.6666666666666666;0.6754385964912281
39;0.6451612903225806;0.6290322580645161;0.004523996852871755;38.37968717100843;0.08944271909999152;0.0076865014754459214;0.016658649078311313;0.00871991604550203;0.054565371545085166;23;2017;51;0;0.5153191489361701;0.5096189419163892;0.5488461538461539
81;0.29032258064516125;0.2983870967741936;0.0;39.46345910007923;0.08944271909999163;0.009092217150846163;0.006898992808179432;0.008398214271973714;0.006503293625828117;19;177;3;0;0.6325000000000001;0.6260869565217391;0.64
112;0.3548387096774194;0.3790322580645161;0.0;38.78382374523764;0.08944271909999164;0.008204564264886886;0.0073212139628393265;0.01853108066036619;0.00882940641895873;21;234;72;0;0.5349206349206349;0.53584229390681;0.5203007518796992
