f1_score;pct;params;features;cv_scorer
0.7286;1.0;{'model__max_depth': 2.0, 'model__max_features': 3, 'model__n_estimators': 4};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'authorities', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_sender', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.7507;0.9;{'model__max_depth': 5.0, 'model__max_features': 3, 'model__n_estimators': 2};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'authorities', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_recipient', 'neighborhood_variability_all'];f1_macro
0.7464;0.8;{'model__max_depth': 3.0, 'model__max_features': 9, 'model__n_estimators': 1};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'hubs', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_recipient'];f1_macro
0.6784;0.7;{'model__max_depth': 5.0, 'model__max_features': 2, 'model__n_estimators': 1};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'clustering_coeff', 'pagerank', 'max_clique', 'cliques_count', 'work_at_weekend', 'neighborhood_variability_recipient'];f1_macro
0.6841;0.6;{'model__max_depth': 5.0, 'model__max_features': 3, 'model__n_estimators': 1};['in_degree', 'out_degree', 'betweenness', 'closeness', 'eigenvector', 'pagerank', 'max_clique', 'work_at_weekend', 'neighborhood_variability_recipient'];f1_macro
0.6493;0.5;{'model__max_depth': 4.0, 'model__max_features': 3, 'model__n_estimators': 2};['out_degree', 'betweenness', 'closeness', 'eigenvector', 'pagerank', 'max_clique', 'work_at_weekend', 'neighborhood_variability_recipient'];f1_macro
0.6496;0.4;{'model__max_depth': 2.0, 'model__max_features': 5, 'model__n_estimators': 4};['betweenness', 'closeness', 'eigenvector', 'pagerank', 'work_at_weekend', 'neighborhood_variability_recipient'];f1_macro
0.6073;0.3;{'model__max_depth': 3.0, 'model__max_features': 2, 'model__n_estimators': 2};['betweenness', 'closeness', 'eigenvector', 'pagerank', 'work_at_weekend'];f1_macro
0.4907;0.2;{'model__max_depth': 1.0, 'model__max_features': 1, 'model__n_estimators': 32};['betweenness', 'eigenvector', 'work_at_weekend'];f1_macro
0.5162;0.1;{'model__max_depth': 1.0, 'model__max_features': 1, 'model__n_estimators': 2};['betweenness', 'eigenvector'];f1_macro
